updated,md5sum,filesize,original_filename,archive_filename,ra,dec,ifilter,seeing,depth,exposure,obs_night,date_obs,pi_ids,pi,prop_id,release_date,instrument,telescope,site,obs_mode,obs_type,proc_type,prod_type,survey,caldat,collections
2021-09-14T18:45:38.705717+0000,c1da9a7c791daa672367165e428586a8,686119680,/data_local/images/DTS/2019A-0305/DECam_01033083.fits.fz,/net/archive/mtn/20210914/ct4m/2019A-0305/c4d_210914_182953_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-14,2021-09-14T18:29:53.250424+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-14,decam,ct4m,ct,,dome flat,raw,image,,2021-09-14,[None]
2021-09-09T19:27:51.043247+0000,a9681f5e0ca9f712185cefad4a3b8e42,684311040,/data_local/images/DTS/2019A-0337/DECam_01031590.fits.fz,/net/archive/mtn/20210909/ct4m/2019A-0337/c4d_210909_191526_fri.fits.fz,52.6000041666667,-28.1,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-09,2021-09-09T19:15:26.695238+0000,[5011],Trilling,2019A-0337,2021-09-09,decam,ct4m,ct,,dome flat,raw,image,,2021-09-09,[None]
2021-09-12T18:16:18.491779+0000,f2bda1153b29f3d261f0505f677a5090,686629440,/data_local/images/DTS/2019A-0337/DECam_01032588.fits.fz,/net/archive/mtn/20210912/ct4m/2019A-0337/c4d_210912_180351_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-12,2021-09-12T18:03:51.732519+0000,[5011],Trilling,2019A-0337,2021-09-12,decam,ct4m,ct,,dome flat,raw,image,,2021-09-12,[None]
2021-09-11T18:08:24.132522+0000,9bbe634ed65b2621e98e4ff56ab1ee97,688109760,/data_local/images/DTS/2019A-0337/DECam_01032469.fits.fz,/net/archive/mtn/20210911/ct4m/2019A-0337/c4d_210911_175846_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-11,2021-09-11T17:58:46.060935+0000,[5011],Trilling,2019A-0337,2021-09-11,decam,ct4m,ct,,dome flat,raw,image,,2021-09-11,[None]
2021-09-11T18:18:22.265499+0000,32ca4d44a8f7fc8b55dd3bcd6b2ae281,687571200,/data_local/images/DTS/2019A-0337/DECam_01032474.fits.fz,/net/archive/mtn/20210911/ct4m/2019A-0337/c4d_210911_180906_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-11,2021-09-11T18:09:06.949553+0000,[5011],Trilling,2019A-0337,2021-09-11,decam,ct4m,ct,,dome flat,raw,image,,2021-09-11,[None]
2021-09-12T18:16:21.081783+0000,7c7f229c451942fcc6a4096b51fa8f8e,686499840,/data_local/images/DTS/2019A-0337/DECam_01032589.fits.fz,/net/archive/mtn/20210912/ct4m/2019A-0337/c4d_210912_180555_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-12,2021-09-12T18:05:55.911574+0000,[5011],Trilling,2019A-0337,2021-09-12,decam,ct4m,ct,,dome flat,raw,image,,2021-09-12,[None]
2021-09-13T19:24:22.769816+0000,1ec1e524735c99bf7dbfe8dc08611f95,679138560,/data_local/images/DTS/2019A-0305/DECam_01032877.fits.fz,/net/archive/mtn/20210913/ct4m/2019A-0305/c4d_210913_191437_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-13,2021-09-13T19:14:37.722300+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-13,decam,ct4m,ct,,dome flat,raw,image,,2021-09-13,[None]
2021-09-06T19:28:23.791276+0000,36044c8484d979d7c785d6af16a35ea4,685218240,/data_local/images/DTS/2019A-0337/DECam_01029818.fits.fz,/net/archive/mtn/20210906/ct4m/2019A-0337/c4d_210906_191731_fri.fits.fz,338.358329166667,-60.6358330555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-06,2021-09-06T19:17:31.390092+0000,[5011],Trilling,2019A-0337,2021-09-06,decam,ct4m,ct,,dome flat,raw,image,,2021-09-06,[None]
2021-09-13T19:20:20.304020+0000,5ac6df710a24c095ce65b47a4d96f0a0,683225280,/data_local/images/DTS/2019A-0305/DECam_01032876.fits.fz,/net/archive/mtn/20210913/ct4m/2019A-0305/c4d_210913_191233_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-13,2021-09-13T19:12:33.499076+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-13,decam,ct4m,ct,,dome flat,raw,image,,2021-09-13,[None]
2021-09-13T19:27:24.173324+0000,3f1a0ceda80abe7b3f58860b8b1464fa,678504960,/data_local/images/DTS/2019A-0305/DECam_01032879.fits.fz,/net/archive/mtn/20210913/ct4m/2019A-0305/c4d_210913_191846_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-13,2021-09-13T19:18:46.087194+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-13,decam,ct4m,ct,,dome flat,raw,image,,2021-09-13,[None]
2021-09-09T19:16:27.308935+0000,80002787adcb94314807f80a811afdf8,684377280,/data_local/images/DTS/2019A-0337/DECam_01031587.fits.fz,/net/archive/mtn/20210909/ct4m/2019A-0337/c4d_210909_190914_fri.fits.fz,52.6000041666667,-28.1,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-09,2021-09-09T19:09:14.069686+0000,[5011],Trilling,2019A-0337,2021-09-09,decam,ct4m,ct,,dome flat,raw,image,,2021-09-09,[None]
